CustomerID,Age,Gender,Location,Tenure,AvgTransactionFrequency,LastTransactionDays,TotalSpending,EngagementScore,EmailOpenRate,TimeSpentOnPlatform,IsSubscribed,Churned
1,56,Male,Urban,107,13.786017266067315,94,1396.6400556423234,76.87471313625129,0.7595201487169441,32.87271396030229,0,0
2,69,Male,Suburban,58,9.576028556827469,222,6099.3699759831525,6.194651857898792,0.2059881841884732,31.119964879069713,0,0
3,46,Male,Urban,5,13.23178030852883,204,8509.51942163478,57.680791963825584,0.7092961271407681,15.837432279287356,1,0
4,32,Female,Suburban,5,11.135622776525313,138,545.4685302307012,11.921044284057336,0.021149823349416286,4.746817102524729,0,0
5,60,Male,Urban,94,2.6878178296516637,300,7368.097464512298,3.6461050825618457,0.418932977983946,5.001304770695537,0,0
6,25,Male,Rural,118,13.634346302001784,207,3479.054594905516,5.274395216221739,0.7758650652027869,46.19957547576882,1,1
7,38,Male,Suburban,96,1.9302138209808484,336,4837.430862203273,83.41641082084413,0.3387329557744314,34.619326400678936,1,0
8,56,Female,Rural,8,8.475544615668692,81,9295.7095434711,11.797248362806156,0.5637371014453995,6.791579381651649,0,0
9,36,Female,Suburban,64,2.9899197331084073,218,3386.51789688487,4.515136441229195,0.2049792328259108,18.157796880790865,1,0
10,40,Male,Rural,10,1.163892550232657,2,4706.835646000912,43.789988714291226,0.7419953911261723,29.827908198129023,0,0
11,28,Male,Urban,38,6.908479641786946,178,235.45590613074293,84.39934719420248,0.05227910326875962,41.86079940198711,1,0
12,28,Male,Urban,111,5.130569907158187,346,907.8273280478999,26.240837648930192,0.8525426448755004,2.661215971293922,1,1
13,41,Male,Urban,96,7.804006913166442,279,2660.0567522343617,42.17126175259164,0.19819638642166815,12.213340007765439,1,0
14,53,Female,Suburban,112,9.080798414283711,146,375.7371841286366,3.9922532563751223,0.8743980317083307,44.54257501962131,1,0
15,57,Female,Rural,92,1.612347012325263,318,6350.615727877685,44.907851413487585,0.3525292413005173,0.9536947340989159,0,0
16,41,Female,Urban,81,2.722046131732439,224,4321.343732336063,57.761308063713365,0.7226835744744866,10.469255588297425,0,0
17,20,Female,Rural,95,8.820993550305955,62,5526.637507007418,57.090705375214476,0.31922529778618847,47.97169671066182,1,0
18,39,Male,Rural,8,5.804342944417215,294,1829.0071403736624,33.242669217436514,0.9059116712346476,30.86339140284747,1,0
19,19,Male,Urban,104,11.208428825692272,239,3029.7270914224996,31.55331806631355,0.12663712551837436,13.45273264855657,0,1
20,41,Male,Urban,25,10.132083080287156,195,6671.862301041979,10.662361893659789,0.1785197892725987,3.8160591725944566,0,0
21,61,Female,Rural,73,12.838461081858696,166,9656.496963940957,36.67983206462684,0.4930301251588023,1.8954713521374968,1,1
22,47,Male,Urban,66,10.694899573369154,222,599.1260586618711,9.949466887296465,0.08193843903814613,12.6148814420279,1,0
23,55,Female,Urban,79,7.019035083462073,61,8914.804776467134,76.65959447120517,0.19598018470176193,44.13354806965107,0,0
24,19,Female,Urban,50,10.421532713522053,129,5811.123892980963,96.62742977481858,0.9437663822120144,21.08772588772672,0,0
25,38,Male,Suburban,67,4.85533643957586,173,5682.803710880675,97.00744566667069,0.9764896611478872,36.156501773716656,1,0
26,50,Male,Rural,49,5.288388982894977,156,5052.757498556827,86.50710993753938,0.37625932933042194,45.95510925130791,1,0
27,29,Male,Rural,36,12.045792238891107,110,787.0014504514155,60.07921493396191,0.9232860210139356,20.69800284933942,0,0
28,39,Female,Suburban,68,7.249873229622151,269,989.7808321879907,70.086569724388,0.5448246756734317,9.968229866351155,0,0
29,61,Male,Rural,78,12.177324767256934,356,6049.028856024952,28.520580268041407,0.26974246587376705,26.097337577417516,1,0
30,42,Female,Urban,105,12.513913231355899,278,3475.4898572120273,63.077042017262066,0.7023987210805986,45.45014250946279,1,0
31,66,Male,Rural,41,13.005872727257973,74,9180.95385911904,45.56495494398774,0.6589018065748572,40.31653349981618,0,0
32,44,Female,Urban,89,13.832893301776902,207,4125.246319858776,48.20173397769325,0.9891253191087334,3.7585772464761122,1,0
33,59,Female,Suburban,119,7.033793087186147,279,1518.4864411561468,75.7776560375158,0.2650472874092833,34.7823536038403,1,0
34,45,Male,Urban,62,5.464135456495944,326,7175.716451670157,28.191835559725163,0.6720595026617354,28.80892736171821,1,0
35,33,Female,Rural,114,9.150782452317594,340,3004.1988722659976,31.803961169451988,0.052023755029446894,45.41942722914806,1,0
36,32,Female,Rural,10,6.196413928126786,357,5302.156042823342,92.46417911286366,0.11364603869671941,6.562830134089713,0,0
37,64,Male,Rural,21,9.415038335203262,340,7008.544576501184,5.622429485097225,0.003918374951093262,26.9347876036305,1,0
38,68,Female,Suburban,36,10.878202077013544,204,9012.614700900496,48.56342984133404,0.9994606810596731,44.03340332883867,0,0
39,61,Male,Suburban,12,10.637670258889916,161,7942.692828536593,91.28008004078617,0.8022736971474778,20.796177443716278,1,0
40,69,Female,Rural,91,6.243740418281699,28,6795.974571939969,61.0363007818157,0.7867230147335408,24.35874842777692,1,0
41,20,Male,Urban,104,3.3360428237825395,257,6828.368505711922,54.64070742121321,0.5097260752881797,3.9878035445144357,1,0
42,54,Male,Suburban,2,7.0274107384709055,165,9464.653975917658,24.974417922935523,0.30006708290543993,14.268110202221086,0,0
43,68,Female,Rural,118,2.9963180171467223,63,3028.658565215707,34.327548906444825,0.15126428446267592,16.563079133862892,0,0
44,24,Female,Rural,13,13.461358492573316,22,111.00973254225534,85.20484158046929,0.28467473884646366,47.2835612128719,1,0
45,38,Female,Suburban,53,5.842284450330004,70,2792.350138042167,55.921813176845816,0.3759712219291391,14.492034346787372,0,0
46,26,Female,Suburban,32,3.162436461126533,96,2257.1246583047655,51.47421937567799,0.756310096980294,23.313002395847775,0,0
47,56,Female,Suburban,95,1.3562686386805123,163,6652.162392628582,9.957971354002893,0.5396617889031524,33.72956896643185,0,0
48,35,Male,Urban,16,10.041513408010779,79,6373.744837678738,1.6028156455123121,0.07748362655548269,8.528076934189931,1,0
49,21,Female,Urban,32,9.916632444366405,5,5975.267688776766,96.36851886870491,0.01802900895891224,24.578898163522787,0,0
50,42,Male,Rural,32,5.768458332138083,316,260.81008777359165,37.698616728684165,0.10233217953406315,37.05768245405743,1,0
51,31,Male,Suburban,98,2.003966443867114,120,7314.90273906141,60.32130620995043,0.41049871369737934,43.40933304483977,1,0
52,67,Female,Urban,11,6.734804528533248,302,3302.951083606366,7.971507318728499,0.9331929170490183,31.49983409579012,0,0
53,26,Male,Suburban,10,5.35704493088751,178,6684.054291165648,68.31142857230465,0.6374024812092216,33.61814900818892,1,0
54,43,Male,Rural,15,10.479688956290131,176,5610.126442171318,93.2566708705961,0.8018258998755151,6.7510318929361635,1,0
55,19,Male,Urban,17,9.480909492337664,217,3493.036161736281,57.56652529974197,0.46637459450454855,47.315936613694184,1,0
56,37,Male,Urban,40,6.10431219476556,56,1432.3050443306668,12.611532237541056,0.3616660831950428,7.062416835481876,0,1
57,45,Female,Urban,18,4.050495759569861,187,1034.7470868387613,58.172152747347674,0.10840037271662273,38.84631039049901,0,0
58,64,Male,Rural,55,14.832503526178286,232,8332.031497811013,76.63472131046524,0.875933022186205,13.608407928026782,1,0
59,24,Female,Suburban,73,7.356022696745608,255,9192.135666607424,40.64165365740187,0.7831600290279028,46.71286061321195,0,0
60,61,Female,Urban,25,10.635839300923319,104,6532.901662966566,87.98377479414678,0.1681180975977251,36.137997198789236,1,0
61,25,Male,Rural,104,2.967741546097051,77,1123.9977371187854,64.86829533573645,0.5122605638762605,37.81377879242926,1,0
62,64,Female,Suburban,59,7.798255795231569,230,4080.069447193583,89.92489182892025,0.4873748079212449,11.343429066464225,0,0
63,52,Female,Rural,78,1.3855140781725168,258,7316.498081041056,62.35053112473372,0.6250915526865286,22.43047884344046,1,0
64,31,Female,Suburban,89,8.0763716507463,264,7820.226751699674,13.128797200482422,0.9461868939912612,31.081753132169677,1,0
65,34,Male,Rural,114,14.496243699647833,331,1270.364360681777,30.96917111051891,0.5797714417624796,38.61369410122675,1,0
66,53,Female,Suburban,22,6.378893981801204,182,100.30411656928592,20.17949482524569,0.5402172667786186,5.645989107663284,0,0
67,67,Female,Urban,116,1.5459441760487622,256,7150.156754217989,90.88264977168623,0.050322932934663944,48.13708316449915,1,1
68,57,Female,Suburban,30,1.4333810728708094,38,3630.3021422634356,76.04000672874827,0.06290747601802393,44.56592319245052,0,0
69,21,Male,Rural,84,6.431814639256173,176,2619.3651830207764,67.6398368910006,0.1873467913267889,13.882255229531426,0,1
70,19,Female,Rural,85,3.2403491104847166,27,227.68495091630186,30.096631963162167,0.03247077169174828,41.22663203010043,1,1
71,23,Male,Suburban,44,1.3269293485946028,276,5448.964126938847,18.40447720502135,0.7433528955700124,26.15703419047126,0,0
72,59,Male,Urban,32,11.586990595302476,140,8526.392280717218,75.64510879889119,0.7233303039939631,23.359420837319924,1,0
73,21,Male,Urban,51,7.419322124346469,299,9580.55329809862,47.41579458790797,0.13605623443164294,16.06448823766457,1,0
74,46,Male,Suburban,46,5.049426807617163,287,5700.875011071564,22.578955215062912,0.8360789007952809,29.257945038263827,0,0
75,35,Male,Suburban,113,13.60116456223073,91,5193.167144624952,61.66219781652751,0.15478603484611198,36.62951132632809,0,0
76,43,Male,Rural,21,2.6259454428073585,61,942.058216343487,4.0333852138451975,0.3011755869973588,20.841178795656532,1,0
77,61,Female,Urban,99,14.38286360537447,347,5533.840735271738,32.61702541282535,0.248976899161365,31.64635005391046,1,0
78,51,Male,Suburban,32,5.3955340432829395,163,3861.7928817574066,46.85569945911347,0.3723070985730478,35.115989597187536,1,0
